tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1861052889394770387',"""Some kind of night into your darkness
Colors your eyes with what's not there""",en,Tweet,0,0,0,0,13,2024-11-25 14:22:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1861040836915421319',https://t.co/R11wJJxyN6,zxx,Tweet,0,0,0,0,22,2024-11-25 13:34:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1861040752312139776/pu/vid/avc1/1280x720/mIJtke_LkVvnkPok.mp4?tag=12
'1860859653883834853',@iluminatibot Gamers Unite! https://t.co/OcGhR9Zz9C,en,Reply,0,0,0,0,6,2024-11-25 01:34:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860859617242206209/pu/vid/avc1/1280x720/igCU2oqgCSc0n1LX.mp4?tag=12
'1860848790648815659',"""She eyes me like a Pisces when I am weak""",en,Tweet,0,0,0,0,21,2024-11-25 00:51:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1860834365044822157',https://t.co/KwQ8dmK6gD,zxx,Tweet,0,0,0,0,17,2024-11-24 23:54:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860834188338798592/pu/vid/avc1/1280x720/qksPgiCxWSHlUi9U.mp4?tag=12
'1860830584647377155',"So it appears only attractive Dublin women from my area like my posts. That's OK, know your audience I guess. I used to drink in that pub back in 1999 . https://t.co/HMLDAU9Bjh",en,Tweet,0,0,0,0,11,2024-11-24 23:39:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GdL5SEyXMAAax8r.jpg
'1860827226641408420',@AntiWokeMemes I miss pre 1800 BCE women https://t.co/fUULvXOxPX,en,Reply,0,0,0,0,13,2024-11-24 23:25:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GdL8fqlXcAAWsOG.png
'1860631949443739732',"RT @Lady_FanAccount: Nirvana - Lithium #90s #grunge 

https://t.co/pxPkQHkfhJ",et,Retweet,31,385,138,4,11734,2024-11-24 10:30:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#90s,#grunge",https://x.com/another_backup2/status/1860558540571619616/video/1,,
'1860820068650639441',How it really is? https://t.co/0qQaBfkWsC,en,Tweet,0,1,0,0,6,2024-11-24 22:57:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,animated_gif,https://pbs.twimg.com/tweet_video_thumb/GdL133wWwAAaynA.jpg
'1860814091641561591',https://t.co/c5zNbOI1Yg,zxx,Tweet,0,0,0,0,6,2024-11-24 22:33:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860814043516157952/pu/vid/avc1/1280x720/mWshbCHcJrVv7x-i.mp4?tag=12
'1860810535966474361',@validalexei Drinking whiskey from those same glasses right now and I'm poor as fuck. 1 out of 4 aint bad I guess.,en,Reply,0,4,0,0,528,2024-11-24 22:19:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1860807926421631447',@OneWayMusicX Best hiccup ever put to music 1:32,en,Reply,0,1,0,0,51,2024-11-24 22:09:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1860748978041520419',RT @iluminatibot: the enemies of God have poisoned humanity,en,Retweet,21,1370,267,78,55032,2024-11-24 18:15:02,"<a href=""https://google.com"" rel=""nofollow"">illuminatibot</a>",,,,
'1860788867667730939',Mood,en,Tweet,0,0,0,0,32,2024-11-24 20:53:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1860785797881835695',@mdjagger0203 @gamray https://t.co/jpwV0W9Lb4,qme,Reply,0,0,0,0,1673,2024-11-24 20:41:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860785762309902337/pu/vid/avc1/960x720/zX67bnvi0CM0vRZT.mp4?tag=12
'1860767717545955334',https://t.co/xEVpqsNopr,zxx,Tweet,0,0,0,0,2,2024-11-24 19:29:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860767474356027392/pu/vid/avc1/1280x720/N-7Sq204zkuOoRD3.mp4?tag=12
'1860761651064013154',@faithwillsaveu I prefer the Jesus of the Gospel,en,Reply,0,0,0,0,10,2024-11-24 19:05:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1860201614608306594',RT @weirddalle: https://t.co/F21aoBV89w,zxx,Retweet,3167,15463,1572,57,322607,2024-11-23 06:00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860099817721999360/pu/vid/avc1/576x768/woXiWAjlQ4MVPR7p.mp4?tag=12
'1860716865263124937',@Sachinettiyil Dublin this morning. First time in a while though.,en,Reply,0,0,0,0,7,2024-11-24 16:07:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1860704981902406070',"@FineGael @SimonHarrisTD With all of your experience you brought this country to the pits. Now is the perfect time to be ""messing around"" with other parties.",en,Reply,0,1,0,1,130,2024-11-24 15:20:12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1860702430918275317',@OneWayMusicX https://t.co/Ccc84FHOGl,qme,Reply,0,1,0,0,67,2024-11-24 15:10:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860702400484429824/pu/vid/avc1/960x720/fGNu2u0nDOUgeUjE.mp4?tag=12
'1860681985921810795',"@elonmusk MATRI𝕏, X is just another part of it",en,Reply,0,0,0,0,6,2024-11-24 13:48:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1860492478576549900',@delinthecity_ https://t.co/VqXJmjJkur,qme,Reply,0,1,0,0,100,2024-11-24 01:15:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,animated_gif,https://pbs.twimg.com/tweet_video_thumb/GdHMC6jWoAAXkCB.jpg
'1860148788675154387',RT @OneWayMusicX: Siouxsie and the Banshees - Dear Prudence https://t.co/BiUH3dGJTp,en,Retweet,93,1460,265,26,33739,2024-11-23 02:30:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,video,https://video.twimg.com/ext_tw_video/1855348291720167425/pu/vid/avc1/848x720/LJMLGQoU6ugP2TJm.mp4?tag=12
'1860469417173238026',https://t.co/nB6MlhN2oz,zxx,Tweet,0,0,0,0,6,2024-11-23 23:44:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1860469317990563840/pu/vid/avc1/960x720/QThO7Fi_GZmjtsC-.mp4?tag=12,"
'1860352656285265943',"RT @20th_Centurygal: On this day in 1970, George Harrison's iconic ""My Sweet Lord"" was released.
It was the first single from his groundbreaking triple album ""All Things Must Pass"" and became a huge hit in many countries...⭐🎶🎸
#GeorgeHarrison https://t.co/Rhb4Vuw7gs",en,Retweet,972,8097,1562,222,383421,2024-11-23 16:00:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#GeorgeHarrison,,video,https://video.twimg.com/ext_tw_video/1860352591063879680/pu/vid/avc1/576x1024/rrcVi5nVa0QRqVF_.mp4?tag=12
'1860458068397404638',"Matthew 19:21 (NIV)

“Jesus answered, ‘If you want to be perfect, go, sell your possessions and give to the poor, and you will have treasure in heaven. Then come, follow me.’”

Rules for thee",en,Tweet,0,0,0,0,39,2024-11-23 22:59:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1860318622410752447',RT @litteralyme0: ㅤ https://t.co/4EREZoRxbC,ko,Retweet,118,2132,179,4,44027,2024-11-23 13:44:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GdEt7UAWIAA26xU.jpg
'1859987289847587132',RT @bioenergeticmel: People who tweet all day with 0 likes are God’s strongest soldiers,en,Retweet,368,16025,1137,1977,483349,2024-11-22 15:48:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1860393566645752173',https://t.co/p9gzJY3ND4,zxx,Tweet,1,0,0,0,37,2024-11-23 18:42:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1860393517886914560/pu/vid/avc1/640x360/swoaf0crAKPeoSvK.mp4?tag=12
'',RT @undefined: undefined,,Retweet,,,,,,2024-12-03 02:49:44,,,,,
'1859975623076466874',https://t.co/j92iwPbZ3N,zxx,Tweet,0,0,0,0,22,2024-11-22 15:01:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1859975576334880768/pu/vid/avc1/1280x720/o8g2dSVSvXUO6_cK.mp4?tag=12
'1859947814882861507',"@Mick_O_Keeffe ""I should've known what I had to learn""",en,Reply,0,0,0,0,,2024-11-22 13:11:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1859716810901422169',@ChristIsComing5 Amen,en,Reply,0,1,0,0,19,2024-11-21 21:53:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1859704481971388572',@TheInsiderPaper Totally what an ex would say,en,Reply,0,0,0,0,30,2024-11-21 21:04:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1859556115094151211',RT @hourly_shitpost: https://t.co/TX3zBhn2zG,zxx,Retweet,5295,129128,11935,216,4559762,2024-11-21 11:15:01,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,photo,https://pbs.twimg.com/media/Gc54bn9WwAAaYP1.jpg
'1859612843751948665',@Sargon_of_Akkad https://t.co/iGHtmCSTQ2,qme,Reply,1,1,0,0,90,2024-11-21 15:00:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://x.com/bgatesisapyscho/status/1853082279502839992?s=46,,
'1859593485474509121',@Sargon_of_Akkad I am 7.14% less appalled,en,Reply,0,0,0,0,11,2024-11-21 13:43:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1859587196287623520',@Mick_O_Keeffe https://t.co/uxtqJYPADq,qme,Reply,0,0,0,0,45,2024-11-21 13:18:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1859587176238850048/pu/vid/avc1/960x720/80VGtt_5UDvvkXqw.mp4?tag=12
'1859257185508716842',@Sean_De_Burca It would remove any false semblance of choice,en,Reply,0,0,0,0,70,2024-11-20 15:27:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1859039759454335406',RT @litteralyme0: how i feel after uninstaling social life to focus more on twitter https://t.co/DgYM4yeix3,en,Retweet,466,3646,330,18,45340,2024-11-20 01:03:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1859039701899902976/vid/avc1/1006x720/FBq5tRRQDyKaFCEV.mp4?tag=16
'1859056516076060900',"Online youtube download services kept crapping out so made my own, a better one! 
Clips video and optimizes for X.
https://t.co/qyGDrexcKt https://t.co/oaQ7Ei6Gzg",en,Tweet,0,0,0,0,28,2024-11-20 02:09:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://github.com/sclynes/ytytyt,video,https://video.twimg.com/ext_tw_video/1859053785517035521/pu/vid/avc1/980x720/MfdHvJ6f-hrUHBTD.mp4?tag=12
'1858220491368001759',"Psalm 37  
For like the grass they will soon wither
But their swords will pierce their own hearts  
For the arms of the wicked shall be broken https://t.co/ldmwQPYlnm",en,Tweet,0,1,0,0,10,2024-11-17 18:47:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858219973417517056/pu/vid/avc1/1280x720/mK2KQEBiCuy7uhL3.mp4?tag=12,,,"
'1858218401094586488',"Proverbs 3:24  ""When you lie down, you will not be afraid; when you lie down, your sleep will be sweet."" https://t.co/StGBazVc1L",en,Tweet,0,0,0,0,7,2024-11-17 18:39:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/amplify_video/1858218093647970304/vid/avc1/1280x720/mHWVrpj3vN9qX4le.mp4?tag=14,"
'1858216277510140319',"James 1:5:  “If any of you lacks wisdom, you should ask God, who gives generously to all without finding fault, and it will be given to you.” https://t.co/Ym4fZUVLkW",en,Tweet,0,0,0,0,13,2024-11-17 18:30:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858216141480480768/pu/vid/avc1/1280x720/jR4vgfgTeL_hOjiu.mp4?tag=12,https://video.twimg.com/ext_tw_video/1858216141455331329/pu/vid/avc1/1280x720/E32BvnQP1rugfk2C.mp4?tag=12"
'1858214721578561708',Psalm 149:3  “Let them praise his name with dancing and make music to him with timbrel and harp.” https://t.co/HQyOkzK2UF,en,Tweet,0,0,0,0,11,2024-11-17 18:24:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1858214653462974464/pu/vid/avc1/720x720/rDIqVq_HUltNsbgu.mp4?tag=12
'1858212917738418676',"""Do do do La la la"" - Fontaines D.C. https://t.co/djFQGr9AGL",es,Tweet,0,0,0,0,7,2024-11-17 18:17:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1858212805784076288/pu/vid/avc1/854x480/Naaa8GpcrnBGpcMG.mp4?tag=12
'1858212341810082083',"John 1:5:

""This is the message we have heard from Him and declare to you: God is light; in Him, there is no darkness at all."" https://t.co/KT33tDjdoF",en,Tweet,0,0,0,0,3,2024-11-17 18:15:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858210330968547328/pu/vid/avc1/576x1024/tb1xVy85BIYo9_Jf.mp4?tag=12,https://video.twimg.com/ext_tw_video/1858210372299190273/pu/vid/avc1/640x480/lst3lX6WdGeDjoUJ.mp4?tag=12,https://video.twimg.com/tweet_video/Gcmw-DUX0AAAilH.mp4"
'1858211835603792008',"Daniel 5:12:  ""This man Daniel, whom the king called Belteshazzar, was found to have a keen mind and knowledge and understanding, and also the ability to interpret dreams, explain riddles, and solve difficult problems. Call for Daniel, and he will tell you what the writing means.""",en,Tweet,0,0,0,0,3,2024-11-17 18:13:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858211541742399488/pu/vid/avc1/1280x720/qqPGNZ_kE8MzKQOn.mp4?tag=12,https://video.twimg.com/ext_tw_video/1858211541788598272/pu/vid/avc1/1280x720/SXF40mFrarNrxc8F.mp4?tag=12"
'1858209646168654148',https://t.co/JI1kIAdglm,zxx,Tweet,0,0,0,0,3,2024-11-17 18:04:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1858209565306740737/pu/vid/avc1/1280x720/enF_caTE3JQfEaeF.mp4?tag=12
'1858206788824273406',"Deuteronomy 31:6
""Be strong and courageous. Do not be afraid or terrified because of them, for the Lord your God goes with you; He will never leave you nor forsake you."" https://t.co/azLbsJ5ant",en,Tweet,0,0,0,0,3,2024-11-17 17:53:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858206141957677057/pu/vid/avc1/1280x720/h-7zVmwbdGrWXsg-.mp4?tag=12,"
'1858205034473050178',"Psalm 30:2:
""Lord my God, I called to you for help, and you healed me."" https://t.co/oBaocpAfwx",en,Tweet,0,0,0,1,3,2024-11-17 17:46:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858204806902427648/pu/vid/avc1/1280x720/faD2yOo8NXURJ712.mp4?tag=12,https://video.twimg.com/ext_tw_video/1858204806793359360/pu/vid/avc1/1280x720/PK0XcfflmPo4WkjS.mp4?tag=12"
'1858205093512036529',https://t.co/KWzqunS9eS,zxx,Reply,0,0,0,0,2,2024-11-17 17:46:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GcmrrJPWAAAo4G1.jpg,https://pbs.twimg.com/media/GcmrrJOW4AAAf42.jpg,https://pbs.twimg.com/media/GcmrrJNXwAAkhtv.jpg,https://pbs.twimg.com/media/GcmrrJNXQAA730h.jpg"
'1858204284254314574',"Deuteronomy 32:32-33 [32]For their vine is of the vine of Sodome, and of the fields of Gomorah: their grapes are grapes of gall, their clusters are bitter. [33]Their wine is the poison of dragons, and the cruell venime of Aspes. https://t.co/gLATQOkPhK",en,Tweet,0,0,0,0,2,2024-11-17 17:43:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858204042473676800/pu/vid/avc1/1280x720/h0FcteO_4OewlNO-.mp4?tag=12,https://video.twimg.com/ext_tw_video/1858204042498813952/pu/vid/avc1/1204x720/AkqUPmmsVPhmASEN.mp4?tag=12,https://video.twimg.com/ext_tw_video/1858204042524086272/pu/vid/avc1/1280x720/oUlDlNeu5XWJjxdc.mp4?tag=12"
'1858203752961871921',"""MENE, MENE, TEKEL, UPHARSIN""

1 Corinthians 1:27:
""But God chose the foolish things of the world to shame the wise; God chose the weak things of the world to shame the strong.""

https://t.co/3xbxsRXdSR https://t.co/xE1h3xGvEv",en,Tweet,0,0,0,0,6,2024-11-17 17:41:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.thewritingisonthewall.art/poems-on-walls/fallen-petals-from-a-rose,video,"https://video.twimg.com/ext_tw_video/1858203622313508864/pu/vid/avc1/1280x720/U4jchfczpEkjOygb.mp4?tag=12,,"
'1858202963665133963',"""I went past the field of a sluggard, past the vineyard of someone who has no sense; thorns had come up everywhere, the ground was covered with weeds, and the stone wall was in ruins."" https://t.co/HZxkQFXre3",en,Tweet,0,0,0,0,3,2024-11-17 17:38:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858202858203623424/pu/vid/avc1/1280x720/95Jv6eky4Mzke7c1.mp4?tag=12,"
'1858202298414928114',"1 Kings 19:3-9 ""while he himself went a day’s journey into the wilderness. He came to a broom bush, sat down under it and prayed that he might die. ‘I have had enough, Lord,’ he said. ‘Take my life; I am no better than my ancestors’ https://t.co/aYqaBGaxGg",en,Tweet,0,0,0,0,3,2024-11-17 17:35:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858202172782964736/pu/vid/avc1/1280x720/fxCx399aSBYqr7Eg.mp4?tag=12,"
'1858200968732529131',"1 Kings 17:21-22  “Then he stretched himself out on the boy three times and cried out to the Lord, ‘Lord my God, let this boy’s life return to him!’ The Lord heard Elijah’s cry, and the boy’s life returned to him, and he lived.” https://t.co/tTDElS1JtL",en,Tweet,0,0,0,0,3,2024-11-17 17:30:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1858200844732170240/pu/vid/avc1/640x360/2h3qyUD1ldybelU8.mp4?tag=12,,"
'1858196997682954511',"Nehemiah 4:14 
""After I looked things over, I stood up and said to the nobles, the officials, and the rest of the people, 'Don’t be afraid of them. Remember the Lord, who is great and awesome, and fight for your families, your sons and your daughters, your wives and your homes.'"" https://t.co/2bfxR1hKaY",en,Tweet,0,0,0,0,4,2024-11-17 17:14:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1858196920730017793/pu/vid/avc1/1280x720/BU3JaZsVcPGwXC-Z.mp4?tag=12
'1857649063006462373',@historyinmemes https://t.co/e94Fn210Tf,qme,Reply,0,0,0,0,4,2024-11-16 04:57:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,animated_gif,https://pbs.twimg.com/tweet_video_thumb/Gcex-UEX0AAyrGL.jpg
'1857605776010780802',https://t.co/VNi0x8Te9m,zxx,Tweet,0,0,0,0,62,2024-11-16 02:05:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1857605750404579328/pu/vid/avc1/960x720/KiAvNJQq-ccjz1-N.mp4?tag=12
'1857421172545110285',@KarmaSerene 😂🤣,qme,Reply,0,0,0,0,1,2024-11-15 13:51:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1857103298630647934',@FineGael https://t.co/HAyTNKYxbK,qme,Reply,0,0,0,0,5,2024-11-14 16:48:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,animated_gif,https://pbs.twimg.com/tweet_video_thumb/GcXBmqrXQAE-OFy.jpg
'1856942718427054400',@TheFigen_ Story of my life,en,Reply,0,0,0,0,16,2024-11-14 06:10:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1856106368849326566',@MoorcroftRico @rtenews https://t.co/2WMo8NZbAD,qme,Reply,0,0,0,0,3,2024-11-11 22:46:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,animated_gif,https://pbs.twimg.com/tweet_video_thumb/GcI25T9XYAANSvt.jpg
'1856038434340520244',@doledrink pills pills pills,en,Reply,0,0,0,0,86,2024-11-11 18:17:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1855371857337172336',@blinkist You sound just like my GF,en,Reply,0,0,0,0,36,2024-11-09 22:08:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1855219109916508270',@MichealMartinTD I hate modern politics 🤡 🤢,en,Reply,0,0,0,0,75,2024-11-09 12:01:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1854673382996164738',"“That would be a catastrophic mistake, and it's  honestly not moral or ethical” 
But intentional",en,Tweet,0,0,0,1,106,2024-11-07 23:52:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1854683359177261203',Politically correct genocide,en,Reply,0,0,0,0,36,2024-11-08 00:32:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1854642437676769487',"@ronnies_skull @rtenews I was dying of heart failure for 3 years before it was checked and it was almost too late. My tiredness was depression, my breathlessness was anxiety and my chest pain was smoking. 

People that are addicted to substances or that have ""mental illness"" are always discounted.",en,Reply,0,2,0,3,124,2024-11-07 21:49:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1854636187828338839',@ronnies_skull @rtenews I think you'd be suprised with how much wrong doing can be covered up under the guise of another's mental illness,en,Reply,0,5,0,1,278,2024-11-07 21:24:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1854628372128645144',Los tiempos más crueles,es,Tweet,0,0,0,0,21,2024-11-07 20:53:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1854602387966554282',@ConorFoley32 https://t.co/N9lvqt5e8K,qme,Reply,0,1,0,1,827,2024-11-07 19:10:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://youtu.be/A5zkxKt2ExI?si=2q3bwhJhUAvKncpN&t=77,,
'1854540277312106882',RT @ruggermurph27: @FineGael #TIMESUP bye bye Helen https://t.co/W6PZbDwqJP,no,Retweet,0,57,2,0,1806,2024-11-07 15:03:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#TIMESUP,,video,https://video.twimg.com/ext_tw_video/1854540222970671115/pu/vid/avc1/576x1024/Z41QchmDFn2PMKMb.mp4?tag=12
'1854286908030951594',"Lost in the shadows,
I wonder if God still speaks,
maybe cracking up.",en,Tweet,0,0,0,0,22,2024-11-06 22:17:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1854182866105905172',@FreeThinkerFit @liz_churchill10 I'll believe it when I see it. They are still standing unaffected from his last term,en,Reply,0,1,0,0,77,2024-11-06 15:23:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1853964541333266510',@RonFilipkowski https://t.co/aDOPxyVl43,qme,Reply,0,0,0,0,15,2024-11-06 00:56:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,animated_gif,https://pbs.twimg.com/tweet_video_thumb/Gbqa6bLWMAo31d3.jpg
'1853926895110459787',"""And when Elijah heard it, he wrapped his face in his cloak and went out and stood at the entrance of the cave. And behold, there came a voice to him and said, ""What are you doing here, Elijah?""",en,Tweet,0,1,0,0,31,2024-11-05 22:26:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1853924735526064480',@Evilchemteacher @HisBLoved1 The events around Elijah make it my favourite book,en,Reply,0,2,0,0,16,2024-11-05 22:17:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1853881745550230013',@navigatinglies @KnightOfTheName If I were American I’d give this one a pass,en,Reply,0,0,0,0,28,2024-11-05 19:27:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1853126997381394891',"RT @lastvibes: “Sometimes, nobody is wrong. Only situation is wrong ..” https://t.co/pFj4z2SSAA",en,Retweet,326,1655,353,16,123138,2024-11-03 17:28:00,"<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,photo,https://pbs.twimg.com/media/GUKUa-nW0AAfl_7.jpg
'1853160247025905754',"RT @NoogaJack: At some point in time  , it's up to each and every individual person to make the conscious decision to say something about the evils in this world.  

Even in the face of Armageddon you do not compromise in speaking the truth.",en,Retweet,3,115,32,11,2706,2024-11-03 19:40:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
